City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
287,Broken Hill,AU,-31.95,141.4333,51.8,66,0,6.91,clear sky,0.0,0.0
288,Dunedin,NZ,-45.8742,170.5036,48.99,76,43,7.0,scattered clouds,0.0,0.0
289,Inta,RU,66.0317,60.1659,39.11,75,35,9.8,scattered clouds,0.0,0.0
290,Olafsvik,IS,64.8945,-23.7142,44.94,83,100,16.89,light rain,0.5152,0.0
291,Eyl,SO,7.9803,49.8164,83.57,72,29,8.7,scattered clouds,0.0,0.0
292,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.78,70,20,8.63,few clouds,0.0,0.0
293,Meulaboh,ID,4.1363,96.1285,76.12,85,100,2.89,overcast clouds,0.0,0.0
294,Kongolo,CD,-5.3833,27.0,72.75,91,99,2.44,overcast clouds,0.0,0.0
295,Half Moon Bay,US,37.4636,-122.4286,61.0,71,75,8.05,broken clouds,0.0,0.0
296,Monrovia,LR,6.3005,-10.7969,87.8,74,40,11.5,scattered clouds,0.0,0.0
297,Fukue,JP,32.6881,128.8419,61.75,80,13,11.56,few clouds,0.0,0.0
298,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,33.8,100,90,4.47,overcast clouds,0.0,0.0
299,Taoudenni,ML,22.6783,-3.9836,100.22,7,0,14.0,clear sky,0.0,0.0
300,Puerto Colombia,CO,10.9878,-74.9547,91.4,62,20,12.66,few clouds,0.0,0.0
301,Hvide Sande,DK,56.0045,8.1294,42.01,66,13,21.32,few clouds,0.0,0.0
302,Kamaishi,JP,39.2667,141.8833,52.59,67,100,5.91,overcast clouds,0.0,0.0
303,Tynda,RU,55.1667,124.7167,18.3,96,20,3.15,few clouds,0.0,0.0
304,Zhangjiakou,CN,40.81,114.8794,52.45,67,100,6.38,overcast clouds,0.0,0.0
305,Loandjili,CG,-4.7561,11.8578,82.4,78,20,6.91,few clouds,0.0,0.0
306,Bosaso,SO,11.2842,49.1816,84.97,68,87,5.01,overcast clouds,0.0,0.0
307,Bukama,CD,-9.2,25.85,73.08,85,99,1.01,light rain,0.78,0.0
308,Dingle,PH,10.9995,122.6711,76.37,84,78,1.41,light rain,0.1732,0.0
309,Bend,US,44.0582,-121.3153,51.01,50,90,8.05,overcast clouds,0.0,0.0
310,Xuanzhou,CN,30.9525,118.7553,60.8,90,100,6.89,light rain,0.115,0.0
311,Zhaoqing,CN,23.0512,112.4597,78.01,99,8,1.95,light rain,0.15,0.0
312,Xunchang,CN,28.4543,104.715,64.67,93,100,4.23,light rain,0.154,0.0
313,Berlevag,NO,70.8578,29.0864,34.12,70,100,13.49,overcast clouds,0.0,0.0
314,Nortelandia,BR,-14.4547,-56.8028,86.95,57,44,1.12,scattered clouds,0.0,0.0
315,Batagay,RU,67.6333,134.6333,14.94,92,100,4.16,overcast clouds,0.0,0.0
316,Sosnovo-Ozerskoye,RU,52.5249,111.5418,38.77,21,97,7.76,overcast clouds,0.0,0.0
317,Portland,US,45.5234,-122.6762,50.0,81,90,6.91,moderate rain,1.54,0.0
318,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,65,40,16.11,scattered clouds,0.0,0.0
319,Bang Len,TH,14.0219,100.1718,86.0,79,20,5.75,few clouds,0.0,0.0
320,Balaipungut,ID,1.05,101.2833,78.8,89,20,2.37,few clouds,0.0,0.0
321,Lucea,JM,18.451,-78.1736,84.2,70,20,18.41,few clouds,0.0,0.0
322,Fairbanks,US,64.8378,-147.7164,48.2,42,1,4.61,clear sky,0.0,0.0
323,Namatanai,PG,-3.6667,152.4333,78.57,81,55,4.41,broken clouds,0.0,0.0
324,Sambava,MG,-14.2667,50.1667,76.78,86,29,11.43,scattered clouds,0.0,0.0
325,Priiskovyy,RU,51.9333,116.6333,39.24,33,88,3.49,overcast clouds,0.0,0.0
326,San Antero,CO,9.3741,-75.7589,86.38,65,69,9.93,broken clouds,0.0,0.0
327,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.65,59,88,6.46,overcast clouds,0.0,0.0
328,Okhotsk,RU,59.3833,143.3,13.64,72,33,15.84,scattered clouds,0.0,0.0
329,Matara,LK,5.9485,80.5353,78.15,87,84,3.85,broken clouds,0.0,0.0
330,Grindavik,IS,63.8424,-22.4338,46.4,87,75,25.32,heavy intensity rain,9.99,0.0
331,Nanakuli,US,21.3906,-158.1547,75.2,69,1,6.91,clear sky,0.0,0.0
332,Port-Gentil,GA,-0.7193,8.7815,82.4,83,75,8.05,broken clouds,0.0,0.0
333,Ahipara,NZ,-35.1667,173.1667,59.05,82,69,8.79,broken clouds,0.0,0.0
334,Oparino,RU,59.8518,48.2783,43.52,88,97,6.51,overcast clouds,0.0,0.0
335,Kaeo,NZ,-35.1,173.7833,55.0,97,76,1.99,broken clouds,0.0,0.0
336,Pokhara,NP,28.2333,83.9833,71.44,29,97,7.45,overcast clouds,0.0,0.0
337,Camana,PE,-16.6228,-72.7111,71.02,71,86,9.8,overcast clouds,0.0,0.0
338,Rincon,US,32.296,-81.2354,66.2,88,90,11.5,moderate rain,1.33,0.0
339,Camabatela,AO,-8.1881,15.375,63.37,96,94,3.49,overcast clouds,0.0,0.0
340,Fonte Boa,BR,-2.4959,-66.2662,86.47,70,33,6.04,scattered clouds,0.0,0.0
341,Coahuayana,MX,18.7333,-103.6833,86.0,30,40,7.52,scattered clouds,0.0,0.0
342,Agua Verde,MX,22.9,-106.05,86.0,35,75,5.75,broken clouds,0.0,0.0
343,Black River,JM,18.0264,-77.8487,84.2,70,20,18.41,few clouds,0.0,0.0
344,Jibuti,DJ,11.5,42.5,84.2,74,1,14.61,clear sky,0.0,0.0
345,Huarmey,PE,-10.0681,-78.1522,73.33,73,13,11.74,few clouds,0.0,0.0
346,Kasongo-Lunda,CD,-6.4667,16.8167,70.86,93,98,0.87,overcast clouds,0.0,0.0
347,Hovd,MN,48.0056,91.6419,26.91,21,4,17.27,clear sky,0.0,0.0
348,San Patricio,US,28.017,-97.5169,96.8,13,1,17.27,clear sky,0.0,0.0
349,Makoshyne,UA,51.46,32.3396,36.09,72,79,9.15,broken clouds,0.0,0.0
350,Ukiah,US,39.1502,-123.2078,55.4,62,90,6.91,overcast clouds,0.0,0.0
351,Westport,US,41.1415,-73.3579,70.0,30,1,16.11,clear sky,0.0,0.0
352,Pemangkat,ID,1.1667,108.9667,79.18,82,66,4.72,broken clouds,0.0,0.0
353,Lyubar,UA,49.9204,27.7592,37.47,73,72,4.34,broken clouds,0.0,0.0
354,Tangshan,CN,39.6333,118.1833,54.66,59,76,6.87,broken clouds,0.0,0.0
355,Saint-Georges,GD,12.0564,-61.7485,86.0,66,20,28.77,few clouds,0.0,0.0
356,College,US,64.8569,-147.8028,48.2,42,20,0.96,few clouds,0.0,0.0
357,Shimoda,JP,34.6667,138.95,53.01,73,20,4.0,few clouds,0.0,0.0
358,Novyye Gorki,RU,56.7253,41.0601,45.82,90,100,6.85,light rain,0.421,0.0
359,Iqaluit,CA,63.7506,-68.5145,33.8,86,75,2.3,broken clouds,0.0,0.0
360,Pandharpur,IN,17.6667,75.3333,95.02,13,44,7.81,scattered clouds,0.0,0.0
361,Gamba,GA,-2.65,10.0,76.57,85,100,6.62,overcast clouds,0.0,0.0
362,Diffa,NE,13.3154,12.6113,95.09,16,57,12.37,broken clouds,0.0,0.0
363,Haines Junction,CA,60.7522,-137.5108,37.4,48,13,2.8,few clouds,0.0,0.0
364,Lasa,IT,46.6166,10.7002,68.0,35,0,5.75,clear sky,0.0,0.0
365,Privodino,RU,61.0781,46.5044,46.63,76,33,9.35,scattered clouds,0.0,0.0
366,Sorgun,TR,39.8101,35.186,55.87,57,85,8.05,overcast clouds,0.0,0.0
367,Tayu,ID,-6.5397,111.0518,76.8,85,9,5.59,clear sky,0.0,0.0
368,Asau,RO,46.4333,26.4,46.99,45,75,2.3,broken clouds,0.0,0.0
369,Santa Luzia,BR,-19.7697,-43.8514,84.2,37,40,2.3,scattered clouds,0.0,0.0
370,Feijo,BR,-8.1642,-70.3536,82.15,88,36,2.86,scattered clouds,0.0,0.0
371,Northam,GB,51.0333,-4.2167,53.01,48,61,1.99,broken clouds,0.0,0.0
372,Dufftown,GB,57.4333,-3.1333,52.0,76,20,16.11,few clouds,0.0,0.0
373,Grenfell,AU,-33.9,148.1667,41.99,85,0,2.3,clear sky,0.0,0.0
374,Kailua,US,21.4022,-157.7394,78.8,68,20,11.5,few clouds,0.0,0.0
375,Vao,NC,-22.6667,167.4833,76.03,67,100,11.48,light rain,0.1,0.0
376,Margate,GB,51.3813,1.3862,48.0,70,45,5.01,scattered clouds,0.0,0.0
377,Cockburn Town,TC,21.4612,-71.1419,84.2,61,40,13.8,scattered clouds,0.0,0.0
378,Mildura,AU,-34.2,142.15,50.0,81,2,6.91,clear sky,0.0,0.0
379,Katobu,ID,-4.9408,122.5276,74.8,91,15,3.27,few clouds,0.0,0.0
380,Klyuchi,RU,52.2667,79.1667,40.69,41,2,1.52,clear sky,0.0,0.0
381,Carutapera,BR,-1.195,-46.02,82.71,76,95,6.89,overcast clouds,0.0,0.0
382,Hit,IQ,33.6416,42.8251,86.99,10,72,6.96,broken clouds,0.0,0.0
383,Redencao,BR,-4.2258,-38.7306,87.01,74,75,16.11,broken clouds,0.0,0.0
384,Guatire,VE,10.4762,-66.5427,87.8,66,20,4.61,few clouds,0.0,0.0
385,Grand Haven,US,43.0631,-86.2284,53.6,58,90,8.05,overcast clouds,0.0,0.0
386,Oum Hadjer,TD,13.2954,19.6966,96.73,11,94,9.82,overcast clouds,0.0,0.0
387,Nova Iguacu,BR,-22.7592,-43.4511,78.8,65,20,16.11,few clouds,0.0,0.0
388,Porto Walter,BR,-8.2686,-72.7439,89.85,53,27,5.37,scattered clouds,0.0,0.0
389,Manicore,BR,-5.8092,-61.3003,88.07,65,77,3.51,broken clouds,0.0,0.0
390,Pandan,PH,14.0453,124.1694,77.43,84,42,4.41,scattered clouds,0.0,0.0
391,Alamos,MX,27.0167,-108.9333,89.01,30,4,5.32,clear sky,0.0,0.0
392,Kemijarvi,FI,66.7131,27.4306,33.53,96,100,7.47,overcast clouds,0.0,0.0
393,Linhares,BR,-19.3911,-40.0722,79.66,67,48,5.99,scattered clouds,0.0,0.0
394,Ojinaga,MX,29.5667,-104.4167,78.8,12,1,5.75,clear sky,0.0,0.0
395,Acu,BR,-5.5767,-36.9086,95.0,49,40,4.61,scattered clouds,0.0,0.0
396,Elizabeth City,US,36.2946,-76.2511,66.2,48,20,8.05,few clouds,0.0,0.0
397,Krasnoufimsk,RU,56.6059,57.7669,41.61,76,99,8.12,overcast clouds,0.0,0.0
398,Yerbogachen,RU,61.2767,108.0108,29.07,95,100,1.7,overcast clouds,0.0,0.0
399,Lingao,CN,19.9103,109.6859,78.57,84,25,10.56,scattered clouds,0.0,0.0
400,Egvekinot,RU,66.3167,-179.1667,17.85,89,94,0.78,overcast clouds,0.0,0.0
401,The Valley,AI,18.217,-63.0578,86.0,65,20,14.97,few clouds,0.0,0.0
402,Zyryanovsk,KZ,49.7386,84.2719,31.57,76,76,2.01,broken clouds,0.0,0.0
403,Sur,OM,22.5667,59.5289,87.75,38,0,10.2,clear sky,0.0,0.0
404,Padang,ID,-0.9492,100.3543,77.18,87,97,2.57,light rain,0.133,0.0
405,Aleksandrov Gay,RU,50.147,48.5704,52.03,84,70,14.38,broken clouds,0.0,0.0
406,Manggar,ID,-2.8833,108.2667,81.0,75,38,6.58,scattered clouds,0.0,0.0
407,Klaksvik,FO,62.2266,-6.589,50.0,57,98,4.61,overcast clouds,0.0,0.0
408,Barra Do Garcas,BR,-15.89,-52.2567,89.6,43,0,6.91,clear sky,0.0,0.0
409,Salinopolis,BR,-0.6136,-47.3561,82.15,79,100,7.09,overcast clouds,0.0,0.0
410,Vavoua,CI,7.3819,-6.4778,87.12,56,96,3.29,overcast clouds,0.0,0.0
411,Honningsvag,NO,70.9821,25.9704,32.09,87,100,24.02,light snow,0.0,0.1
412,Nyagan,RU,62.1406,65.3936,42.58,94,100,2.48,overcast clouds,0.0,0.0
413,Port Shepstone,ZA,-30.7414,30.455,69.31,84,19,11.61,light rain,0.4,0.0
414,Konevo,RU,62.1215,39.3192,48.33,75,96,7.78,overcast clouds,0.0,0.0
415,San Narciso,PH,15.0143,120.0803,77.0,88,20,4.61,few clouds,0.0,0.0
416,Pafos,CY,34.7667,32.4167,66.2,88,0,8.05,clear sky,0.0,0.0
417,Karlstad,SE,59.3793,13.5036,39.2,52,94,5.75,overcast clouds,0.0,0.0
418,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,77.0,61,20,2.3,few clouds,0.0,0.0
419,Gomel,BY,52.4345,30.9754,37.4,81,75,13.42,broken clouds,0.0,0.0
420,Aguimes,ES,27.9054,-15.4461,71.01,73,75,10.36,broken clouds,0.0,0.0
421,Tabuk,PH,17.4189,121.4443,71.33,88,48,3.62,scattered clouds,0.0,0.0
422,Mashhad,IR,36.297,59.6062,68.0,42,0,4.61,clear sky,0.0,0.0
423,Yangjiang,CN,21.85,111.9667,76.05,89,20,5.7,few clouds,0.0,0.0
424,Lavrentiya,RU,65.5833,-171.0,24.33,93,85,2.59,overcast clouds,0.0,0.0
425,Winnemucca,US,40.973,-117.7357,57.2,24,90,18.41,overcast clouds,0.0,0.0
426,Bilma,NE,18.6853,12.9164,95.59,8,12,10.42,few clouds,0.0,0.0
427,Oktyabrskiy,RU,54.4815,53.471,42.39,93,100,4.76,light rain,0.205,0.0
428,Ubinskoye,RU,55.3068,79.6802,37.98,70,61,3.38,broken clouds,0.0,0.0
429,Whitianga,NZ,-36.8333,175.7,53.01,97,19,7.54,few clouds,0.0,0.0
430,Mangrol,IN,21.1167,70.1167,81.12,80,100,11.81,overcast clouds,0.0,0.0
431,Sturgis,US,41.7992,-85.4192,50.0,93,90,3.44,light rain,0.87,0.0
432,Okha,RU,53.5739,142.9478,22.91,85,18,10.07,few clouds,0.0,0.0
433,Talnakh,RU,69.4865,88.3972,30.56,97,100,11.05,light snow,0.0,0.29
434,Novouzensk,RU,50.4592,48.1431,52.5,77,72,17.07,broken clouds,0.0,0.0
435,Bacong,PH,9.2464,123.2956,78.8,85,85,4.76,overcast clouds,0.0,0.0
436,Bubaque,GW,11.2833,-15.8333,78.35,70,6,21.72,clear sky,0.0,0.0
437,Los Llanos De Aridane,ES,28.6585,-17.9182,71.6,60,20,4.61,few clouds,0.0,0.0
438,Salalah,OM,17.0151,54.0924,82.29,75,27,6.98,scattered clouds,0.0,0.0
439,Madera,US,37.1666,-119.8343,62.01,57,98,1.99,overcast clouds,0.0,0.0
440,Gari,RU,59.4307,62.3497,41.41,80,100,7.96,overcast clouds,0.0,0.0
441,Vostok,RU,46.4856,135.8833,29.03,44,57,10.76,broken clouds,0.0,0.0
442,Preston,GB,53.7667,-2.7167,62.01,48,20,16.11,few clouds,0.0,0.0
443,Watford,GB,51.6553,-0.396,59.0,38,0,13.8,clear sky,0.0,0.0
444,Gwadar,PK,25.1216,62.3254,81.81,77,25,8.7,scattered clouds,0.0,0.0
445,Adrar,MR,20.5022,-10.0711,96.28,9,2,13.02,clear sky,0.0,0.0
446,Bentiu,SS,9.2333,29.8333,85.89,49,68,5.73,broken clouds,0.0,0.0
447,Artyom,AZ,40.4723,50.333,57.2,77,40,4.61,scattered clouds,0.0,0.0
448,Ocos,GT,14.5094,-92.1933,86.0,69,90,11.5,overcast clouds,0.0,0.0
449,Natal,BR,-5.795,-35.2094,84.2,74,75,14.97,broken clouds,0.0,0.0
450,Sheridan,US,44.8333,-106.9173,46.99,57,40,8.05,scattered clouds,0.0,0.0
451,Kabare,CD,-2.4683,28.8242,62.87,95,81,1.74,moderate rain,1.41,0.0
452,Usvyaty,RU,55.7456,30.7533,33.82,80,96,5.5,light snow,0.0,0.21139999999999998
453,Peleduy,RU,59.6289,112.7406,21.85,97,100,2.44,overcast clouds,0.0,0.0
454,Carballo,ES,43.213,-8.691,64.4,82,20,4.61,few clouds,0.0,0.0
455,Belmonte,BR,-15.8631,-38.8828,82.4,69,40,13.8,scattered clouds,0.0,0.0
456,Matamoros,MX,25.5333,-103.25,82.4,5,20,5.68,few clouds,0.0,0.0
457,Los Alamos,US,35.8881,-106.307,64.0,21,1,16.11,clear sky,0.0,0.0
458,Gorontalo,ID,0.5412,123.0595,74.17,91,50,2.48,scattered clouds,0.0,0.0
459,Mercedes,AR,-34.6515,-59.4307,73.0,52,5,4.0,clear sky,0.0,0.0
460,Dharchula,IN,29.85,80.5333,59.88,51,74,8.1,broken clouds,0.0,0.0
461,Mao,ES,39.8885,4.2658,62.6,59,0,10.36,clear sky,0.0,0.0
462,Dzitbalche,MX,20.3167,-90.05,97.29,33,100,9.22,overcast clouds,0.0,0.0
463,Beloye,UA,48.4952,39.0505,47.14,62,80,10.4,broken clouds,0.0,0.0
464,Qandala,SO,11.472,49.8728,86.38,63,91,5.26,overcast clouds,0.0,0.0
465,Khurja,IN,28.25,77.85,78.64,14,0,7.27,clear sky,0.0,0.0
466,Tazovskiy,RU,67.4667,78.7,31.28,93,100,8.93,overcast clouds,0.0,0.0
467,Camacupa,AO,-12.0167,17.4833,68.23,56,94,1.57,overcast clouds,0.0,0.0
468,Kroya,ID,-7.6331,109.2461,77.9,78,23,3.33,few clouds,0.0,0.0
469,Khash,IR,28.2211,61.2158,74.12,7,22,4.61,few clouds,0.0,0.0
470,Moose Factory,CA,51.2585,-80.6094,24.8,68,90,9.22,overcast clouds,0.0,0.0
471,Dudinka,RU,69.4058,86.1778,31.39,95,99,15.82,overcast clouds,0.0,0.0
472,Gazojak,TM,41.1875,61.4036,68.79,25,3,17.98,clear sky,0.0,0.0
473,Songwa,TZ,-3.5167,33.5167,72.68,63,37,5.01,scattered clouds,0.0,0.0
474,Mago,RU,53.2514,140.1822,22.05,95,17,1.68,few clouds,0.0,0.0
475,San Cristobal,VE,7.7669,-72.225,89.6,55,40,13.8,scattered clouds,0.0,0.0
476,Kidal,ML,18.4411,1.4078,97.79,5,0,8.34,clear sky,0.0,0.0
477,Kiunga,PG,-6.1219,141.2906,73.29,99,100,2.91,moderate rain,2.4412,0.0
478,Kathu,TH,7.9178,98.3332,87.01,83,20,5.75,few clouds,0.0,0.0
479,Berberati,CF,4.2612,15.7922,73.74,77,49,3.44,scattered clouds,0.0,0.0
480,Enshi,CN,30.3,109.4833,57.16,93,100,2.82,light rain,0.178,0.0
481,Soto La Marina,MX,23.7667,-98.2167,91.99,53,21,14.0,few clouds,0.0,0.0
482,Praia,CV,14.9215,-23.5087,75.2,57,75,19.57,broken clouds,0.0,0.0
483,Ojhar,IN,20.1,73.9333,84.06,36,100,6.6,overcast clouds,0.0,0.0
484,Warrington,GB,53.3925,-2.5802,64.4,39,50,11.5,scattered clouds,0.0,0.0
485,Oltedal,NO,58.831,6.0466,44.01,67,11,5.99,few clouds,0.0,0.0
486,Conde,BR,-7.2597,-34.9075,82.4,78,75,11.5,broken clouds,0.0,0.0
487,Batouri,CM,4.4333,14.3667,72.21,80,86,3.11,overcast clouds,0.0,0.0
488,Henties Bay,NA,-22.116,14.2845,65.34,82,3,7.05,clear sky,0.0,0.0
489,San Jeronimo,PE,-11.9472,-75.2829,63.3,45,8,2.73,clear sky,0.0,0.0
490,Roebourne,AU,-20.7833,117.1333,79.45,41,0,6.22,clear sky,0.0,0.0
491,Yokadouma,CM,3.5167,15.05,74.97,78,95,2.73,overcast clouds,0.0,0.0
492,Yeniseysk,RU,58.4497,92.1703,32.4,97,100,2.06,overcast clouds,0.0,0.0
493,Griffith,US,41.5284,-87.4237,52.0,87,90,1.07,overcast clouds,0.0,0.0
494,Grafton,US,42.207,-71.6856,72.0,22,20,16.11,few clouds,0.0,0.0
495,North Bend,US,43.4065,-124.2243,55.0,76,90,10.36,overcast clouds,0.0,0.0
496,Oistins,BB,13.0667,-59.5333,86.0,54,20,19.57,few clouds,0.0,0.0
497,Lieksa,FI,63.3167,30.0167,36.39,88,100,4.38,overcast clouds,0.0,0.0
498,Arrifes,PT,37.7667,-25.7,59.0,88,75,17.27,broken clouds,0.0,0.0
499,Bardsir,IR,29.9227,56.5743,69.8,30,75,4.61,broken clouds,0.0,0.0
500,Cacimbinhas,BR,-9.4003,-36.9903,82.31,67,76,9.86,broken clouds,0.0,0.0
501,Krasnyy Chikoy,RU,50.3643,108.7512,44.92,58,100,3.47,light rain,0.5012,0.0
502,Eureka,US,40.8021,-124.1637,54.0,88,100,8.01,overcast clouds,0.0,0.0
503,Dongsheng,CN,39.8161,109.9776,49.41,70,100,13.49,light rain,0.865,0.0
504,Rio Das Ostras,BR,-22.5269,-41.945,82.4,73,20,12.66,few clouds,0.0,0.0
505,Kitimat,CA,54.0524,-128.6534,59.0,41,93,5.28,overcast clouds,0.0,0.0
506,Port Stanley,FK,-51.7,-57.85,50.0,76,75,12.66,broken clouds,0.0,0.0
507,Yenagoa,NG,4.9247,6.2642,79.7,76,100,5.41,overcast clouds,0.0,0.0
508,Alibag,IN,18.6411,72.8792,84.2,79,40,5.75,haze,0.0,0.0
509,Shawinigan,CA,46.5668,-72.7491,64.4,31,83,8.05,broken clouds,0.0,0.0
510,Coxim,BR,-18.5067,-54.76,97.03,19,73,5.37,broken clouds,0.0,0.0
511,Cavalcante,BR,-13.7975,-47.4583,84.02,48,36,2.55,scattered clouds,0.0,0.0
512,Marawi,PH,7.9986,124.2928,77.0,89,57,5.99,broken clouds,0.0,0.0
513,Chumikan,RU,54.7183,135.315,24.13,74,81,9.31,broken clouds,0.0,0.0
514,Bocas Del Toro,PA,9.3333,-82.25,77.0,51,78,1.01,broken clouds,0.0,0.0
515,Polevskoy,RU,56.4422,60.1878,48.2,31,0,11.18,clear sky,0.0,0.0
516,Ossora,RU,59.2353,163.0719,29.8,98,100,3.06,light snow,0.0,0.4
517,Gurupi,BR,-11.7292,-49.0686,88.7,52,7,1.86,clear sky,0.0,0.0
518,Bima,ID,-8.4667,118.7167,73.78,94,35,3.24,scattered clouds,0.0,0.0
519,Pangnirtung,CA,66.1451,-65.7125,33.8,75,20,5.75,few clouds,0.0,0.0
520,Dawei,MM,14.0833,98.2,78.62,89,97,0.49,overcast clouds,0.0,0.0
521,Coshocton,US,40.272,-81.8596,59.0,45,100,1.01,overcast clouds,0.0,0.0
522,Hoi An,VN,15.8794,108.335,80.6,94,40,1.14,scattered clouds,0.0,0.0
523,Pacific Grove,US,36.6177,-121.9166,60.8,55,40,6.91,scattered clouds,0.0,0.0
524,Smithers,CA,54.7804,-127.1743,46.4,36,20,5.75,few clouds,0.0,0.0
525,Marsh Harbour,BS,26.5412,-77.0636,76.6,71,100,15.88,overcast clouds,0.0,0.0
526,Mango,US,27.9797,-82.3065,89.01,58,75,17.27,broken clouds,0.0,0.0
527,Ixtapa,MX,20.7,-105.2,82.4,57,75,9.22,broken clouds,0.0,0.0
528,Kalmunai,LK,7.4167,81.8167,80.71,75,43,3.13,scattered clouds,0.0,0.0
529,Yakeshi,CN,49.2833,120.7333,38.55,36,54,3.02,broken clouds,0.0,0.0
530,Sabha,LY,27.0377,14.4283,83.21,20,2,14.36,clear sky,0.0,0.0
531,Manor,IN,19.75,72.9167,82.85,69,100,4.21,overcast clouds,0.0,0.0
532,Cap Malheureux,MU,-19.9842,57.6142,79.0,82,99,10.0,overcast clouds,0.0,0.0
533,Vanimo,PG,-2.6741,141.3028,76.48,89,90,3.69,overcast clouds,0.0,0.0
534,Kamenka,RU,51.3223,42.7678,42.01,78,76,13.18,broken clouds,0.0,0.0
535,Terney,RU,45.0503,136.6092,36.55,69,8,7.78,clear sky,0.0,0.0
536,Aichach,DE,48.4576,11.1341,62.6,33,0,4.61,clear sky,0.0,0.0
537,Manjacaze,MZ,-24.7117,33.8828,68.04,76,2,6.06,clear sky,0.0,0.0
538,Bilibino,RU,68.0546,166.4372,22.6,95,100,1.88,light snow,0.0,0.33
539,Prince Rupert,CA,54.3161,-130.3201,50.0,76,20,4.61,few clouds,0.0,0.0
540,Guanica,PR,17.9716,-66.908,84.99,54,75,8.01,broken clouds,0.0,0.0
541,Aykhal,RU,66.0,111.5,22.26,96,86,6.96,overcast clouds,0.0,0.0
542,Igrim,RU,63.1906,64.4162,43.63,81,86,4.79,overcast clouds,0.0,0.0
543,Touros,BR,-5.1989,-35.4608,84.2,70,40,16.11,scattered clouds,0.0,0.0
544,Payo,ID,-3.7508,103.6372,75.11,88,100,1.9,overcast clouds,0.0,0.0
545,Mirpur Mathelo,PK,28.0227,69.5489,86.7,18,0,6.89,clear sky,0.0,0.0
546,Andra,RU,62.5147,65.8878,41.27,89,88,4.59,overcast clouds,0.0,0.0
547,Husavik,IS,66.0449,-17.3389,51.8,62,0,10.36,clear sky,0.0,0.0
548,Ugoofaaru,MV,5.6667,73.0,83.8,72,20,5.84,few clouds,0.0,0.0
549,Rio Grande,BR,-32.035,-52.0986,77.0,61,20,2.3,few clouds,0.0,0.0
550,Plettenberg Bay,ZA,-34.0527,23.3716,61.57,89,100,3.71,overcast clouds,0.0,0.0
551,Vasvar,HU,47.0493,16.7995,60.8,36,0,4.61,clear sky,0.0,0.0
552,Prince George,CA,53.9166,-122.753,46.0,31,1,13.8,clear sky,0.0,0.0
553,Nicolas De Pierola,PE,-11.95,-76.7,69.8,73,40,8.05,scattered clouds,0.0,0.0
554,Pangody,RU,65.85,74.4859,30.24,89,98,4.18,overcast clouds,0.0,0.0
555,Narang,PK,31.9132,74.5176,77.0,41,0,4.61,clear sky,0.0,0.0
556,Zhob,PK,31.3411,69.4481,70.47,32,1,0.6,clear sky,0.0,0.0
557,Kerava,FI,60.4034,25.105,36.0,100,20,4.61,few clouds,0.0,0.0
558,Kirakira,SB,-10.4544,161.9205,78.82,82,99,1.68,overcast clouds,0.0,0.0
559,Pinega,RU,64.7001,43.3936,50.34,61,96,8.08,overcast clouds,0.0,0.0
560,Ayaviri,PE,-14.8864,-70.5889,58.59,36,31,16.78,scattered clouds,0.0,0.0
561,Gambo,CF,4.6482,22.2633,73.09,81,100,2.17,light rain,0.23,0.0
562,Young,UY,-32.6833,-57.6333,73.0,69,100,5.01,overcast clouds,0.0,0.0
563,Ranong,TH,9.9658,98.6348,79.38,86,98,7.16,overcast clouds,0.0,0.0
564,Beisfjord,NO,68.3751,17.5988,33.8,80,40,9.22,light snow,0.0,0.12
565,Heilbronn,DE,49.1403,9.22,54.0,46,63,3.0,broken clouds,0.0,0.0
566,Taybad,IR,34.74,60.7756,69.75,26,76,16.28,broken clouds,0.0,0.0
567,Jadu,LY,31.953,12.0261,56.73,64,0,12.06,clear sky,0.0,0.0
568,Yining,CN,29.0361,114.5636,60.8,95,100,4.36,overcast clouds,0.0,0.0
569,Bonavista,CA,48.6499,-53.1147,50.0,53,77,11.5,broken clouds,0.0,0.0
570,Ancud,CL,-41.8697,-73.8203,62.01,72,75,11.5,broken clouds,0.0,0.0
571,Altay,CN,47.8667,88.1167,25.65,58,89,5.35,overcast clouds,0.0,0.0
572,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,90.72,32,53,6.73,broken clouds,0.0,0.0
573,Goundam,ML,16.4145,-3.6708,101.01,7,83,2.3,broken clouds,0.0,0.0
574,Tautira,PF,-17.7333,-149.15,80.6,69,75,5.75,light rain,0.11,0.0
575,Tual,ID,-5.6667,132.75,84.61,66,100,16.15,overcast clouds,0.0,0.0
576,Riyadh,SA,24.6877,46.7219,95.0,13,0,10.27,clear sky,0.0,0.0
577,Hami,CN,42.8,93.45,50.92,20,37,1.99,scattered clouds,0.0,0.0
578,Havoysund,NO,70.9963,24.6622,30.2,80,100,11.5,light snow,0.0,0.0
579,Menongue,AO,-14.6585,17.691,68.99,44,83,3.38,broken clouds,0.0,0.0
